Recipe URL,Recipe Name,Prep Time,Cook Time,Ingredient List,Equipment List
https://www.loveandlemons.com/baked-feta/,Baked Feta,5 minutes,15 minutes,"2 tablespoons extra-virgin olive oil, more for drizzling1 teaspoon cumin seeds1 bunch lacinato kale, stems removed and torn into bite sized pieces2 cups tomato sauce,  or Marinara Sauce1 1/2 cups cooked chickpeas, drained and rinsed1 tablespoon fresh lemon juice, plus wedges for serving1 12-ounce block of feta, cut into 1/2-inch planksfreshly ground black pepperpinch of red pepper flakeswarm pita or baguette, for serving",N/A
https://www.loveandlemons.com/pita-bread-recipe/,Homemade Pita Bread,20 minutes,5 minutes,"3/4 cup warm water1 package (2 1/4 teaspoons),  active dry yeast1 teaspoon plus 1 tablespoon sugar3 3/4 cups bread flour (469 grams), plus more for dusting1 1/2 teaspoons sea salt3 tablespoons extra-virgin olive oil, plus more for the bowl3/4 cup whole-milk Greek yogurt, (we use Stonyfield)",N/A
https://www.loveandlemons.com/no-knead-bread-recipe/,No-Knead Bread,N/A,45 minutes,3 cups bread flour1/4 teaspoon active dry yeast1 1/2 teaspoons sea salt1 tablespoon diced lemon peel1 tablespoon minced rosemary1 1/2 cups water1/4 to 1/3 cup Cornmeal,N/A
https://www.loveandlemons.com/vegan-mac-and-cheese/,Vegan Mac and Cheese,20 minutes,10 minutes,¾ cup peeled and diced Yukon Gold potato¾ cup peeled and diced sweet potato2 garlic cloves¼ cup  raw cashews1 tablespoon apple cider vinegar2 tablespoons nutritional yeast½ teaspoon onion powder½ teaspoon sea salt¼ cup extra-virgin olive oil¼ cup water,N/A
https://www.loveandlemons.com/vegan-mac-and-cheese/,Vegan Mac and Cheese,20 minutes,10 minutes,¾ cup peeled and diced Yukon Gold potato¾ cup peeled and diced sweet potato2 garlic cloves¼ cup  raw cashews1 tablespoon apple cider vinegar2 tablespoons nutritional yeast½ teaspoon onion powder½ teaspoon sea salt¼ cup extra-virgin olive oil¼ cup water,N/A
https://www.loveandlemons.com/nutritional-yeast/,Nutritional Yeast Popcorn,5 minutes,10 minutes,"¼ cup sunflower oil, or any neutral oil½ cup popcorn kernels3 tablespoons melted butter½ to 1 teaspoon sea salt⅓ cup nutritional yeast flakes, optional",Nutritional Yeast
https://www.loveandlemons.com/vegan-cheese/,Vegan Cheese,15 minutes,N/A,¾ cup peeled and diced Yukon gold potato¾ cup peeled and diced sweet potato2 garlic cloves¼ cup raw cashews1 tablespoon apple cider vinegar2 tablespoons nutritional yeast½ teaspoon onion powder½ teaspoon sea salt¼ cup extra-virgin olive oil¼ cup water,N/A
https://www.loveandlemons.com/okonomiyaki/,Okonomiyaki,10 minutes,15 minutes,"3 packed cups finely shredded cabbage, about ½ medium*1¼ cups chopped scallions, about 1 bunch1 cup panko breadcrumbs¾ teaspoon sea salt3 eggs, beatenExtra-virgin olive oil, for brushing",N/A
https://www.loveandlemons.com/okonomiyaki/,Okonomiyaki,10 minutes,15 minutes,"3 packed cups finely shredded cabbage, about ½ medium*1¼ cups chopped scallions, about 1 bunch1 cup panko breadcrumbs¾ teaspoon sea salt3 eggs, beatenExtra-virgin olive oil, for brushing",N/A
https://www.loveandlemons.com/spaghetti-aglio-e-olio/,Spaghetti Aglio e Olio,5 minutes,15 minutes,"12 ounces spaghetti½ to 1 cup pasta water¼ cup extra-virgin olive oil4 garlic cloves, thinly sliced¼ to ½ teaspoon red pepper flakes1 large bunch lacinato kale, stemmed and chopped½ teaspoon sea saltFreshly ground black pepper1 teaspoon lemon zest1 teaspoon lemon juice⅓ cup chopped parsleyParmesan or Vegan Parmesan, for serving",N/A
https://www.loveandlemons.com/spaghetti-aglio-e-olio/,Spaghetti Aglio e Olio,5 minutes,15 minutes,"12 ounces spaghetti½ to 1 cup pasta water¼ cup extra-virgin olive oil4 garlic cloves, thinly sliced¼ to ½ teaspoon red pepper flakes1 large bunch lacinato kale, stemmed and chopped½ teaspoon sea saltFreshly ground black pepper1 teaspoon lemon zest1 teaspoon lemon juice⅓ cup chopped parsleyParmesan or Vegan Parmesan, for serving",N/A
https://www.loveandlemons.com/bok-choy-stir-fry/,N/A,N/A,N/A,N/A,N/A
https://www.loveandlemons.com/bok-choy-stir-fry/,N/A,N/A,N/A,N/A,N/A
https://www.loveandlemons.com/how-to-cook-rice/,How to Cook Rice,2 minutes,25 minutes,"1 cup uncooked white rice, well rinsed1 1/2 cups water1 teaspoon extra-virgin olive oil",N/A
https://www.loveandlemons.com/baked-potato/,Perfect Baked Potato,N/A,N/A,4 medium russet potatoesExtra-virgin olive oilSea salt,Baking Sheets (I use these nonstick ones from USA Pan Bakeware!)Parchment Paper (this one doesn't burn)
https://www.loveandlemons.com/baked-potato/,Perfect Baked Potato,N/A,N/A,4 medium russet potatoesExtra-virgin olive oilSea salt,Baking Sheets (I use these nonstick ones from USA Pan Bakeware!)Parchment Paper (this one doesn't burn)
https://www.loveandlemons.com/vegan-sour-cream-recipe/,Vegan Sour Cream,10 minutes,N/A,1¼ cups raw cashews½ cup water2 tablespoons extra-virgin olive oil1 tablespoon fresh lemon juice1 tablespoon white wine vinegar1 garlic clove½ teaspoon Dijon mustard½ teaspoon sea salt¼ teaspoon onion powder,Vitamix BlenderRaw Cashews
https://www.loveandlemons.com/vegan-bacon/,Vegan Bacon,5 minutes,40 minutes,"8 ounces tempeh, sliced crosswise into thin strips, steamed according to this recipe¼ cup tamari2 tablespoons rice vinegar2 tablespoons maple syrup1 tablespoon extra-virgin olive oil½ teaspoon cuminHeaping ½ teaspoon smoked paprikaFreshly ground black pepper",N/A
https://www.loveandlemons.com/margherita-pizza/,Margherita Pizza,20 minutes,10 minutes,"1 (28-ounce) can whole San Marzano tomatoes2 teaspoons extra-virgin olive oil, plus more for drizzling2 small garlic cloves½ teaspoon  sea saltCornmeal, for stretching the dough1 pound Pizza Dough, store-bought or homemade8 ounces fresh mozzarella cheese, torn or thinly slicedFresh basil leavesRed pepper flakes, for sprinkling",Food ProcessorBaking Sheets
https://www.loveandlemons.com/margherita-pizza/,Margherita Pizza,20 minutes,10 minutes,"1 (28-ounce) can whole San Marzano tomatoes2 teaspoons extra-virgin olive oil, plus more for drizzling2 small garlic cloves½ teaspoon  sea saltCornmeal, for stretching the dough1 pound Pizza Dough, store-bought or homemade8 ounces fresh mozzarella cheese, torn or thinly slicedFresh basil leavesRed pepper flakes, for sprinkling",Food ProcessorBaking Sheets
https://www.loveandlemons.com/easy-dinner-ideas/,60 Easy Dinner Ideas,10 minutes,20 minutes,"4 cups (32 ounces)  marinara sauce2 cups (16 ounces) ricotta cheese2 garlic cloves, minced1 tablespoon lemon zest1 teaspoon oregano¼ teaspoon red pepper flakes¾ teaspoon sea salt, more for the pasta waterFreshly ground black pepper1 pound ziti pastaExtra-virgin olive oil, for drizzling1 pound fresh spinach1½ cups smoked mozzarella cheese¼ cup grated pecorino or Parmesan cheese",N/A
https://www.loveandlemons.com/healthy-breakfast-ideas/,Healthy Breakfast Ideas: Veggie Breakfast Tacos,15 minutes,10 minutes,"1 large yellow tomato, diced3 tablespoons diced red onion3 tablespoons chopped cilantro½ to 1 serrano pepper, thinly sliced1 garlic clove, mincedJuice from ½ lime¼ teaspoon sea salt",N/A
https://www.loveandlemons.com/healthy-lunch-ideas/,Healthy Lunch Ideas: Box Lunch Buddha Bowls,15 minutes,20 minutes,"Brown rice, quinoa, or farroMassaged kaleChickpeas, black beans, or edamameRoasted sweet potatoes or carrots*Radishes, shredded cabbage, carrot peelsSauerkraut, pickled ginger or pickled onionsLemon or Turmeric Tahini sauceSesame seeds",N/A
https://www.loveandlemons.com/salad-recipes/,Best Salad Recipes: Easy Greek Salad,10 minutes,5 minutes,"¼ cup extra-virgin olive oil3 tablespoons red wine vinegar1 garlic clove, minced½ teaspoon dried oregano, more for sprinkling¼ teaspoon Dijon mustard1 English cucumber, cut lengthwise, seeded, and sliced ¼-inch thick1 green bell pepper, chopped into 1-inch pieces2 cups halved cherry tomatoes5 ounces feta cheese, cut into ½ inch cubes⅓ cup thinly sliced red onion⅓ cup pitted Kalamata olives⅓ cup fresh mint leaves¼ teaspoon sea saltFreshly ground black pepper",N/A
https://www.loveandlemons.com/soup-recipes/,35 Best Soup Recipes,10 minutes,30 minutes,"3 tablespoons extra-virgin olive oil, divided1 large white onion, chopped½ teaspoon sea salt4 garlic cloves, chopped1 tablespoon white wine vinegar4 cups vegetable broth, store bought or homemade1½ pounds Yukon gold potatoes, about 5, chopped1½ cups cooked white beans, drained and rinsed½ teaspoon Dijon mustard1 tablespoon fresh lemon juice¼ teaspoon smoked paprikaFreshly ground black pepper",N/A
